Term	boolean	country	day	establishmentMeans	institutionCode	lifeStage	month	plateWell	processingLab	sequencingLab	sex	typeStatus	year
					UAM								
					UAM<IH>								
					UAMH								
					UAMH<IH>								
					UAMI								
					UAMIZ<IH>								
					UAMM								
					UAMZ								
					UAMZC								
					UANL								
					UAPC<IH>								
					UARK<IH>								
					UAS<IH>								
					UASB								
					UASB<IH>								
					UASC								
					UASK								
					UASM								
					UAT<IH>								
					UAVP								
					UAWC								
					UAY								
					UAZ								
					UB								
					UB<IH>								
					UBA<IH>								
					UBC								
					UBC<IH>								
					UBCC								
					UBCZ								
					UBJTL								
					UBL								
					UBT<IH>								
					UBU<IH>								
					UC								
					UC<IH>								
					UCAC<IH>								
					UCAM<IH>								
					UCB								
					UCBG<IH>								
					UCBL								
					UCBMG								
					UCC								
					UCCC								
					UCCM								
					UCD								
					UCDBA								
					UCDC								
					UCFC								
					UCGC								
					UCGE								
					UCH<IH>								
					UCHT<IH>								
					UCI<IH>								
					UCJ<IH>								
					UCL								
					UCLA								
					UCLAF								
					UCLGMZ								
					UCLZ								
					UCM								
					UCMC								
					UCME								
					UCMM<IH>								
					UCMP								
					UCMS								
					UCNW<IH>								
					UCNZ								
					UCOB<IH>								
					UCOCV								
					UCONN								
					UCP								
					UCPC								
					UCR								
					UCR<IH>								
					UCRC								
					UCS								
					UCS<IH>								
					UCSA<IH>								
					UCSB<IH>								
					UCSC<IH>								
					UCSW<IH>								
					UCVC								
					UCWI<IH>								
					UDBC<IH>								
					UDCC								
					UDEL								
					UDM<IH>								
					UDO								
					UDONECI								
					UDSM								
					UDU<IH>								
					UDW<IH>								
					UEA<IH>								
					UEC<IH>								
					UEFS								
					UESC<IH>								
					UESS								
					UEVH<IH>								
					UF								
					UF/FGS								
					UFA<IH>								
					UFACPZ<IH>								
					UFAL								
					UFC								
					UFENT								
					UFES								
					UFG<IH>								
					UFH<IH>								
					UFHNH								
					UFJF								
					UFMA<IH>								
					UFMG								
					UFMI								
					UFMT<IH>								
					UFNH								
					UFP<IH>								
					UFPB								
					UFPEDA								
					UFRG								
					UFRGS								
					UFRJ<IH>								
					UFRJIM								
					UFRN<IH>								
					UFS<IH>								
					UFScarCC								
					UFU<IH>								
					UFVB								
					UG								
					UGAMNH								
					UGCA								
					UGDA<IH>								
					UGDZ								
					UGG								
					UGGE								
					UGGG								
					UGM								
					UGMD								
					UH								
					UH<IH>								
					UHCC								
					UHI<IH>								
					UHM								
					UI								
					UI<IH>								
					UICC								
					UIDA								
					UIM								
					UIMNH								
					UIS<IH>								
					UJAT<IH>								
					UJB								
					UJIM								
					UK								
					UKEN								
					UKKP								
					UKKY								
					UKM								
					UKMB<IH>								
					UKMS								
					UKMS<IH>								
					UKS								
					UKSPI<IH>								
					UL								
					ULABG								
					ULCI								
					ULF<IH>								
					ULKY								
					ULLZ								
					ULM<IH>								
					ULMG								
					ULN<IH>								
					ULQC								
					ULS<IH>								
					ULT<IH>								
					ULV<IH>								
					UM								
					UM-SI								
					UMA								
					UMAN								
					UMB								
					UMBB								
					UMBC								
					UMBS<IH>								
					UMD								
					UMDC								
					UMDE								
					UME<IH>								
					UMEC								
					UMED								
					UMF								
					UMF<IH>								
					UMFFTD								
					UMFK<IH>								
					UMH<IH>								
					UMHB								
					UMIC								
					UMIM								
					UMIP								
					UMKC								
					UMKL								
					UMKU								
					UMML								
					UMMP								
					UMMZ								
					UMNH								
					UMO								
					UMO<IH>								
					UMOC								
					UMRC								
					UMRM								
					UMS								
					UMSA								
					UMSP								
					UMT<IH>								
					UMUT								
					UMUTZ								
					UMZ								
					UMZC								
					UMZM								
					UN								
					UNA<IH>								
					UNAB								
					UNAC								
					UNAD								
					UNAF<IH>								
					UNAM								
					UNAN								
					UNB<IH>								
					UNC-B								
					UNCB								
					UNCC								
					UNCC<IH>								
					UNCG								
					UNCM								
					UNCP								
					UNCW								
					UND								
					UNDH<IH>								
					UNEFM								
					UNEVR								
					UNEX<IH>								
					UNH								
					UNI								
					UNIMAS								
					UNIN<IH>								
					UNIP<IH>								
					UNIQEM								
					UNITEC<IH>								
					UNL								
					UNL<IH>								
					UNLO								
					UNLV<IH>								
					UNM<IH>								
					UNMC								
					UNN<IH>								
					UNNF								
					UNO								
					UNOAL								
					UNOVC								
					UNPSJB-Pv								
					UNR								
					UNR<IH>								
					UNS								
					UNSA								
					UNSL<IH>								
					UNSM								
					UNSW								
					UNSW<IH>								
					UNT								
					UNWH<IH>								
					UO								
					UOA/HCPF								
					UOG								
					UOIC								
					UOJ<IH>								
					UOM								
					UOMNH								
					UOMZ								
					UOP								
					UOPJ								
					UOS<IH>								
					UP								
					UPA<IH>								
					UPCB<IH>								
					UPCC								
					UPCT<IH>								
					UPEI<IH>								
					UPF<IH>								
					UPIE								
					UPLB								
					UPM								
					UPM<IH>								
					UPMR								
					UPMSI								
					UPNA<IH>								
					UPNG<IH>								
					UPOL								
					UPOS<IH>								
					UPP<IH>								
					UPPC								
					UPR<IH>								
					UPRG								
					UPRM								
					UPRP								
					UPRRP<IH>								
					UPS<IH>								
					UPSA								
					UPSC								
					UPSU<IH>								
					UPSV<IH>								
					UPTC<IH>								
					UPVB								
					UPVLP								
					UQAM<IH>								
					UQAR<IH>								
					UQIC								
					UQTR<IH>								
					URB								
					URIC								
					URIMC								
					URM								
					URM<IH>								
					URMU								
					URO<IH>								
					URP								
					URT<IH>								
					URV<IH>								
					URZF								
					US								
					US<IH>								
					USA								
					USAC								
					USAM<IH>								
					USANHC								
					USAS<IH>								
					USB								
					USBCF								
					USBS								
					USC<IH>								
					USCC								
					USCG<IH>								
					USCH<IH>								
					USCP								
					USCS<IH>								
					USCWH<IH>								
					USD								
					USD<IH>								
					USDA								
					USDAK								
					USEPA-NERL								
					USF<IH>								
					USFC								
					USFS<IH>								
					USGS								
					USH<IH>								
					USI								
					USJ<IH>								
					USLH<IH>								
					USM								
					USM<IH>								
					USMP<IH>								
					USMS<IH>								
					USNC<IH>								
					USNM								
					USNPC								
					USNTC								
					USON<IH>								
					USP								
					USP<IH>								
					USPIY<IH>								
					USRC								
					USRCB								
					USSC<IH>								
					USTF								
					USTK								
					USU								
					USUUB<IH>								
					USZ<IH>								
					UT								
					UT<IH>								
					UTA								
					UTAI								
					UTC								
					UTC<IH>								
					UTD<IH>								
					UTE								
					UTEP								
					UTEP<IH>								
					UTEX								
					UTG								
					UTGD								
					UTHSC								
					UTIM								
					UTKI								
					UTLH<IH>								
					UTLPA								
					UTMC<IH>								
					UTMZ								
					UTV<IH>								
					UTZM								
					UU								
					UU<IH>								
					UUC								
					UUDE<IH>								
					UUH<IH>								
					UUVP								
					UUZM								
					UV								
					UV<IH>								
					UVA								
					UVAL<IH>								
					UVC								
					UVCC								
					UVCE								
					UVCO								
					UVG								
					UVGC								
					UVIC<IH>								
					UVM								
					UVP								
					UVS								
					UVSC<IH>								
					UVST<IH>								
					UVV<IH>								
					UW								
					UWA<IH>								
					UWAL<IH>								
					UWBM								
					UWC<IH>								
					UWCC								
					UWCP								
					UWEC<IH>								
					UWFP<IH>								
					UWGB<IH>								
					UWI								
					UWIC								
					UWIJ								
					UWJ<IH>								
					UWL<IH>								
					UWM<IH>								
					UWMA								
					UWMIL								
					UWO								
					UWO<IH>								
					UWOC								
					UWP								
					UWPG<IH>								
					UWSP<IH>								
					UWW<IH>								
					UWYMV								
					UWZM								
					UYIC								
					UZ								
					UZA								
					UZIU								
					UZL<IH>								
					UZMC								
					UZMH								
					UZMO								
					V<IH>								
					VA<IH>								
					VAB<IH>								
					VAIC								
					VAL<IH>								
					VALA<IH>								
					VALD<IH>								
					VALLE<IH>								
					VALPL<IH>								
					VAN<IH>								
					VANF<IH>								
					VAS<IH>								
					VBCM								
					VBGI<IH>								
					VBI<IH>								
					VCRC								
					VCU<IH>								
					VDAC<IH>								
					VDAM								
					VDB<IH>								
					VECTOR								
					VEN<IH>								
					VENDA<IH>								
					VER<IH>								
					VETMED								
					VF<IH>								
					VFWD								
					VFWO<IH>								
					VGZ<IH>								
					VHS								
					VI								
					VI<IH>								
					VIA<IH>								
					VIAM								
					VIAY<IH>								
					VIC<IH>								
					VICA<IH>								
					VICF<IH>								
					VICH								
					VIES<IH>								
					VIL<IH>								
					VIMS								
					VIST<IH>								
					VIT<IH>								
					VIZR								
					VKM								
					VKPM								
					VLA								
					VLA<IH>								
					VM<IH>								
					VMIL<IH>								
					VMKSC								
					VMM								
					VMNH								
					VMSL<IH>								
					VNC<IH>								
					VNF<IH>								
					VNGA								
					VNIRO								
					VNM<IH>								
					VNMN								
					VOA<IH>								
					VOR<IH>								
					VORG<IH>								
					VPB								
					VPCI								
					VPI&SU								
					VPI<IH>								
					VPIC								
					VPIMM								
					VPM								
					VPRI								
					VPRI<IH>								
					VRLI								
					VSC-L								
					VSC<IH>								
					VSCA								
					VSM								
					VSM<IH>								
					VSRI								
					VSUH<IH>								
					VT<IH>								
					VTA<IH>								
					VTB								
					VTCC								
					VTT								
					VU<IH>								
					VUT								
					VUW								
					VUWE								
					VYH								
					VYM<IH>								
					W<IH>								
					WA<IH>								
					WAB<IH>								
					WABG<IH>								
					WAC								
					WAC<IH>								
					WACA								
					WACC								
					WADA								
					WAG<IH>								
					WAHO<IH>								
					WAI<IH>								
					WAIK<IH>								
					WAITE								
					WAL								
					WAM								
					WAN<IH>								
					WANF<IH>								
					WAPA<IH>								
					WAR<IH>								
					WARC								
					WARK<IH>								
					WARM<IH>								
					WARMS<IH>								
					WARS								
					WASH<IH>								
					WAT<IH>								
					WAU<IH>								
					WAUF<IH>								
					WAVA								
					WAVI<IH>								
					WB								
					WB<IH>								
					WBCH<IH>								
					WBG								
					WBM<IH>								
					WBR								
					WBS<IH>								
					WCE<IH>								
					WCH<IH>								
					WCL<IH>								
					WCP<IH>								
					WCR<IH>								
					WCRP<IH>								
					WCSBG<IH>								
					WCSU<IH>								
					WCU<IH>								
					WCUH<IH>								
					WCUM								
					WCUUM								
					WCW<IH>								
					WDNE<IH>								
					WDds								
					WECO<IH>								
					WEIC								
					WELC<IH>								
					WELT<IH>								
					WELTU<IH>								
					WERN<IH>								
					WET<IH>								
					WFBM								
					WFBVA<IH>								
					WFIS								
					WFU<IH>								
					WFUVC								
					WGC<IH>								
					WGD								
					WGMM<IH>								
					WGRS								
					WH<IH>								
					WHB<IH>								
					WHIT<IH>								
					WHM<IH>								
					WHN<IH>								
					WHOI								
					WHY<IH>								
					WHYNC<IH>								
					WI<IH>								
					WIAP								
					WIB<IH>								
					WIBF								
					WIBG								
					WICA								
					WIES<IH>								
					WII<IH>								
					WILLI<IH>								
					WILLU<IH>								
					WIN<IH>								
					WINC								
					WIND<IH>								
					WINDM<IH>								
					WINF<IH>								
					WINFM<IH>								
					WINO<IH>								
					WINU<IH>								
					WIR<IH>								
					WIS<IH>								
					WIU								
					WIUC								
					WJC<IH>								
					WKD<IH>								
					WKDS<IH>								
					WKSU								
					WKU<IH>								
					WL<IH>								
					WLH<IH>								
					WLK<IH>								
					WLMH								
					WLU<IH>								
					WM<IH>								
					WMGC<IH>								
					WMM								
					WMNH<IH>								
					WMS<IH>								
					WMU<IH>								
					WMW<IH>								
					WNC<IH>								
					WNHM								
					WNLM<IH>								
					WNMU								
					WNRE<IH>								
					WNS								
					WNU<IH>								
					WOCB<IH>								
					WOCSB								
					WOH<IH>								
					WOLL<IH>								
					WOS<IH>								
					WOSNH<IH>								
					WPBS								
					WPBS<IH>								
					WPC								
					WPH<IH>								
					WPL<IH>								
					WPMM								
					WRC								
					WRHM<IH>								
					WRL								
					WRN<IH>								
					WRNFC<IH>								
					WRO<IH>								
					WRSL<IH>								
					WS<IH>								
					WSBC								
					WSC								
					WSC<IH>								
					WSCH<IH>								
					WSCO<IH>								
					WSDAC								
					WSF								
					WSFA<IH>								
					WSM								
					WSM<IH>								
					WSNM								
					WSP<IH>								
					WSRP<IH>								
					WSU								
					WSUMNH								
					WSY<IH>								
					WTR<IH>								
					WTS<IH>								
					WTSU								
					WTU<IH>								
					WTUH<IH>								
					WU								
					WU<IH>								
					WUD<IH>								
					WUH<IH>								
					WUK<IH>								
					WUM								
					WUME								
					WUP<IH>								
					WVA<IH>								
					WVBS								
					WVDH								
					WVIT<IH>								
					WVMS								
					WVN<IH>								
					WVUC								
					WVW<IH>								
					WWB<IH>								
					WWF<IH>								
					WWM								
					WWSP								
					WXDC<IH>								
					WXM<IH>								
					WYAC<IH>								
					WYCO<IH>								
					WYE<IH>								
					XAG<IH>								
					XAL<IH>								
					XALU<IH>								
					XBGH<IH>								
					XCH<IH>								
					XFCFC								
					XIAS<IH>								
					XIN<IH>								
					XJA<IH>								
					XJBI<IH>								
					XJDC<IH>								
					XJFA<IH>								
					XJNU<IH>								
					XJU<IH>								
					XJUG<IH>								
					XM<IH>								
					XNC								
					XOLO<IH>								
					XTNM<IH>								
					XUM								
					XYTC<IH>								
					XZ<IH>								
					XZDC<IH>								
					XZTC<IH>								
					Y<IH>								
					YA<IH>								
					YAF<IH>								
					YAI<IH>								
					YAK<IH>								
					YALT<IH>								
					YAM<IH>								
					YAMA<IH>								
					YAR<IH>								
					YBDC<IH>								
					YBI<IH>								
					YBLF								
					YCE<IH>								
					YCH<IH>								
					YCM								
					YCP<IH>								
					YDC<IH>								
					YELLO<IH>								
					YEO<IH>								
					YF<IH>								
					YFS<IH>								
					YFTC								
					YH<IH>								
					YHB								
					YIM<IH>								
					YK<IH>								
					YKN<IH>								
					YL<IH>								
					YLD<IH>								
					YM								
					YM<IH>								
					YMF								
					YMUK								
					YNP								
					YNU<IH>								
					YNUB<IH>								
					YNUGI								
					YNUH<IH>								
					YOLA<IH>								
					YPM								
					YPM/PU								
					YPMC								
					YRK<IH>								
					YU								
					YU<IH>								
					YUC<IH>								
					YUKU<IH>								
					YUO<IH>								
					YUTO<IH>								
					YXDC<IH>								
					YYUIRC								
					YZU<IH>								
					Z<IH>								
					ZA<IH>								
					ZAD<IH>								
					ZAGR<IH>								
					ZAHO<IH>								
					ZAR								
					ZAU<IH>								
					ZAUC								
					ZBMM								
					ZC UniVie								
					ZCA<IH>								
					ZCM<IH>								
					ZDC<IH>								
					ZDEU								
					ZDKU								
					ZDM								
					ZEA<IH>								
					ZFMK								
					ZFSN								
					ZGLC								
					ZHAN<IH>								
					ZIA								
					ZIAN								
					ZICUP								
					ZIHU								
					ZIK								
					ZIKU								
					ZIL								
					ZIM								
					ZIN								
					ZIS								
					ZISB								
					ZISP								
					ZIT								
					ZITIU								
					ZIUG								
					ZIUL								
					ZIUN								
					ZIUS								
					ZIUT								
					ZIUU								
					ZIUW								
					ZIUZ								
					ZJFC<IH>								
					ZJFI<IH>								
					ZJMA<IH>								
					ZJU								
					ZLMU								
					ZLSYU								
					ZM<IH>								
					ZMA								
					ZMAN								
					ZMAU								
					ZMB								
					ZMBJ								
					ZMBN								
					ZMC								
					ZMD								
					ZMFMIB								
					ZMG								
					ZMH								
					ZMHB								
					ZMHU								
					ZMJU								
					ZMK								
					ZMKR								
					ZMKU								
					ZML								
					ZMLP								
					ZMLU								
					ZMMGU								
					ZMMU								
					ZMNH								
					ZMO								
					ZMSU								
					ZMSZ								
					ZMT								
					ZMT<IH>								
					ZMU<IH>								
					ZMUA								
					ZMUAS								
					ZMUB								
					ZMUC								
					ZMUD								
					ZMUH								
					ZMUI								
					ZMUL								
					ZMUO								
					ZMUP								
					ZMUT								
					ZMUU								
					ZMUZ								
					ZNG<IH>								
					ZNM								
					ZNP								
					ZNPC								
					ZNU<IH>								
					ZOM<IH>								
					ZOMB								
					ZPAL								
					ZPB<IH>								
					ZRC								
					ZSBS								
					ZSI-CRS								
					ZSI-E								
					ZSI-M								
					ZSI-NRS								
					ZSI-SRS								
					ZSI-WRS								
					ZSIC								
					ZSLC								
					ZSM								
					ZSM/CMK								
					ZSM/LIPI								
					ZSMC								
					ZSP								
					ZSS<IH>								
					ZSSD								
					ZT<IH>								
					ZTNH								
					ZTS<IH>								
					ZUAB								
					ZUAC								
					ZUEC								
					ZUFES								
					ZUFRJ								
					ZUFSM								
					ZULU<IH>								
					ZUMT								
					ZV<IH>								
					ZVC								
					ZVCB								
					ZVS<IH>								
					ZYTC<IH>								
					ZZN								
					ZZSZ								
					ZhM								
					wBRC								
